	 time{0000000c}	 RST{1}	 PC_4{00000003}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{0}	 GCnt_Out_EXE{0}	 GCnt_Out_MEM{0}	 GCnt_Out_WB{0}	 OUTPORT{xxxxxxxx}	 Vout{x}	 MULOP{0000000000000000}	 NoAdd{0}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{ffffffff}	 WDAT{ffffffff}	 PC_DECODE{ffffffff}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{x}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{ffffffff}	 OP2_OUT{ffffffff}	 OP3_OUT{ffffffff}	 MULOUT{00000001}	 Ain{ffffffff}	 Bin{xxxxxxxx}	 EXEOUT{xxxxxxxx}	 MEM_FWD{ffffffff}	 WB_FWD{ffffffff}	 WB_IN{ffffffff}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{ffffffff}	 OP_temp{0000}	 ALUout{xxxxxxxx}	 MEM_ADD_OUT{ffffffff}	 MEM_ADD_IN{fffffffb}	 MADD{fffffffb}	 RD_Out{ffffffff}	 MEM_DIN{ffffffff}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{ffffffff}	 CPSR_Out{0000}	 ALUOutReg{ffffffff}	 WB_Out{ffffffff}	 MEM_DATA_out{ffffffff}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{xxxxxxxx}	 OP_WB_OUT{ffffffff}	 DestAddEXE{zzzzz}	 DestAddMEM{xxxx}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000610}	 RST{0}	 PC_4{0000012b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000127}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000624}	 RST{0}	 PC_4{0000012f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000012b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000638}	 RST{0}	 PC_4{00000133}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000012f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{0000064c}	 RST{0}	 PC_4{00000137}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000133}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000660}	 RST{0}	 PC_4{0000013b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000137}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000674}	 RST{0}	 PC_4{0000013f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000013b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{00000688}	 RST{0}	 PC_4{00000143}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000013f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{0000069c}	 RST{0}	 PC_4{00000147}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000143}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000006b0}	 RST{0}	 PC_4{0000014b}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{00000147}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000006c4}	 RST{0}	 PC_4{0000014f}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000014b}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
 	 time{000006d8}	 RST{0}	 PC_4{00000153}	 INPORT{xxxxxxxx}	 GCnt_Out_DEC{1}	 GCnt_Out_EXE{1}	 GCnt_Out_MEM{1}	 GCnt_Out_WB{1}	 OUTPORT{xxxxxxxx}	 Vout{0}	 MULOP{0000000000000000}	 NoAdd{1}	 CondOut{1}	 PC_SEL{0}	 PC_OUT{0000014f}	 WDAT{0000X000}	 PC_DECODE{00000023}	 I_OUT{xxxxxxxx}	 INT_REG_OUT{ffffffff}	 RDAT1{00008000}	 MUL_ADD{0}	 RDAT2{00008000}	 RDAT3{00008000}	 R1_IN{1111}	 R2_IN{1111}	 R3_IN{1111}	 OP1_FWD_Sel{00}	 OP2_FWD_Sel{00}	 OP3_FWD_Sel{00}	 Cin{0}	 Cout{0}	 Dec_CntWord{000000000}	 Exe_CntWord{00000000000000}	 Mem_CntWord{000000000}	 WB_CntWord{000}	 OP1_IN{00008000}	 OP2_IN{00008000}	 OP3_IN{00008000}	 OP1_OUT{00008000}	 OP2_OUT{00008000}	 OP3_OUT{00008000}	 MULOUT{40000000}	 Ain{00008000}	 Bin{xxxxxxxx}	 EXEOUT{0000X000}	 MEM_FWD{0000X000}	 WB_FWD{0000X000}	 WB_IN{0000X000}	 MEM_Out{xxxxxxxx}	 OP_EXE_OUT{ffffffff}	 DestReg_Gen{zzzz}	 DecROM_Decode{       0}	 ExeROM_Decode{       0}	 WBROM_Decode{       0}	 SFTout{xxxxxxxx}	 MEM_ADD{00008000}	 OP_temp{0000}	 ALUout{0000X000}	 MEM_ADD_OUT{00007ffc}	 MEM_ADD_IN{00007ffc}	 MADD{00007ff8}	 RD_Out{00008000}	 MEM_DIN{00008000}	 B_HW_W{00}	 WRITE_MEM{0}	 MEM_MUX_OUT{00008000}	 CPSR_Out{0000}	 ALUOutReg{0000X000}	 WB_Out{0000X000}	 MEM_DATA_out{xxxxxxxx}	 WADD{       z}	 WEN{0}	 MUL_ADD{0000}	 OP_MEM_OUT{ffffffff}	 OP_WB_OUT{ffffffff}	 DestAddEXE{0zzzz}	 DestAddMEM{zzzz}	 DestAddWB{zzzz}	 Dest_Reg_ADD{0zzzz}
